name,actions,inputRequired,traits/0,traits/1,traits/2,traits/3,traits/4,traits/5,traits/6,requirements,trigger,toggle,hideChoices,charges,cost,frequency,cooldown,cooldownAfterEnd,maxDuration,durationDependsOnTarget,target,cannotTargetCaster,showonSkill,desc,specialdesc,critsuccess,success,failure,critfailure,targetNumbers/0/number,gainConditions/0/activationPrerequisite,gainConditions/0/addValue,gainConditions/0/choice,gainConditions/0/choiceBySubType,gainConditions/0/choiceLocked,gainConditions/0/duration,gainConditions/0/hideChoices,gainConditions/0/name,gainConditions/0/source,gainConditions/0/targetFilter,gainConditions/0/value,gainConditions/1/activationPrerequisite,gainConditions/1/choice,gainConditions/1/choiceLocked,gainConditions/1/choiceBySubType,gainConditions/1/copyChoiceFrom,gainConditions/1/duration,gainConditions/1/name,gainConditions/1/source,gainConditions/1/targetFilter,gainConditions/1/value,gainConditions/2/activationPrerequisite,gainConditions/2/choice,gainConditions/2/choiceLocked,gainConditions/2/duration,gainConditions/2/name,gainConditions/2/source,gainConditions/2/targetFilter,onceEffects/0/affected,onceEffects/0/value,castSpells/0/_className,castSpells/0/level,castSpells/0/name,castSpells/1/_className,castSpells/1/level,castSpells/1/name,showActivities/0,showSpells/0/level,showSpells/0/name,heightenedDescs/0/level,heightenedDescs/0/descs/0/value,heightenedDescs/0/descs/0/variable,heightenedDescs/0/descs/1/value,heightenedDescs/0/descs/1/variable,heightenedDescs/1/level,heightenedDescs/1/descs/0/value,heightenedDescs/1/descs/0/variable,heightenedDescs/1/descs/1/value,heightenedDescs/1/descs/1/variable,heightenedDescs/2/level,heightenedDescs/2/descs/0/value,heightenedDescs/2/descs/0/variable,heightenedDescs/2/descs/1/value,heightenedDescs/2/descs/1/variable,heightenedDescs/3/level,heightenedDescs/3/descs/0/value,heightenedDescs/3/descs/0/variable,heightenedDescs/3/descs/1/value,heightenedDescs/3/descs/1/variable,heightenedDescs/4/level,heightenedDescs/4/descs/0/value,heightenedDescs/4/descs/0/variable,heightenedDescs/4/descs/1/value,heightenedDescs/4/descs/1/variable,heightenedDescs/5/level,heightenedDescs/5/descs/0/value,heightenedDescs/5/descs/0/variable,heightenedDescs/5/descs/1/value,heightenedDescs/5/descs/1/variable,heightenedDescs/6/level,heightenedDescs/6/descs/0/value,heightenedDescs/6/descs/0/variable,heightenedDescs/6/descs/1/value,heightenedDescs/6/descs/1/variable,heightenedDescs/7/level,heightenedDescs/7/descs/0/value,heightenedDescs/7/descs/0/variable,heightenedDescs/7/descs/1/value,heightenedDescs/7/descs/1/variable,heightenedDescs/8/level,heightenedDescs/8/descs/0/value,heightenedDescs/8/descs/0/variable,heightenedDescs/8/descs/1/value,heightenedDescs/8/descs/1/variable,heightenedDescs/9/level,heightenedDescs/9/descs/0/value,heightenedDescs/9/descs/0/variable,heightenedDescs/9/descs/1/value,heightenedDescs/9/descs/1/variable,heightenedDescs/10/level,heightenedDescs/10/Descs/10/value,heightenedDescs/10/Descs/10/variable,heightenedDescs/10/Descs/1/value,heightenedDescs/10/Descs/1/variable,heightenedDescs/11/level,heightenedDescs/11/Descs/10/value,heightenedDescs/11/Descs/10/variable,heightenedDescs/11/Descs/1/value,heightenedDescs/11/Descs/1/variable,heightenedDescs/12/level,heightenedDescs/12/Descs/10/value,heightenedDescs/12/Descs/10/variable,heightenedDescs/12/Descs/1/value,heightenedDescs/12/Descs/1/variable,heightenedDescs/13/level,heightenedDescs/13/Descs/10/value,heightenedDescs/13/Descs/10/variable,heightenedDescs/13/Descs/1/value,heightenedDescs/13/Descs/1/variable,heightenedDescs/14/level,heightenedDescs/14/Descs/10/value,heightenedDescs/14/Descs/10/variable,heightenedDescs/14/Descs/1/value,heightenedDescs/14/Descs/1/variable
Shake it Off,1A,,Barbarian,Concentrate,Rage,,,,,,,,,,,,,,,,self,,,"You concentrate on your rage, overcoming fear and fighting back sickness. Reduce your frightened condition value by 1, and attempt a Fortitude save to recover from the sickened condition as if you had spent an action retching; you reduce your sickened condition value by 1 on a failure (but not on a critical failure), by 2 on a success, or by 3 on a critical success.",,,,,,,,,,,,0,,Shake it Off,Shake it Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Farabellus Flip,Reaction,,Uncommon,Barbarian,Fighter,Ranger,,,,,An enemy targets you with a melee Strike.,TRUE,,,,,,,1,,self,,,"Surprisingly agile even in a breastplate and carrying a full rucksack, Marcos Farabellus developed this evasive maneuver during one of his many adventures. Flinging your body into a twisting somersault, you gain a +2 circumstance bonus to your AC against the triggering attack. If the attack still hits you, you can Step to an open space that's still within the triggering enemy's reach, turning the impact of the blow into momentum.",,,,,,,,,,,,1,,Farabellus Flip,Farabellus Flip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wounded Rage,Reaction,Activate the Rage activity.,Barbarian,,,,,,,,,,,,,,,,,,self,,,"You roar in pain, awakening the rage within you. You Rage.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cleave,Reaction,,Barbarian,Rage,,,,,,,"Your melee Strike kills a creature or knocks it unconscious, and another foe is adjacent to that creature.",,,,,,,,,,other,,,You swing clear through one foe and into another. Make a melee Strike against the second foe.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dragon's Rage Breath,2A,,Arcane,Barbarian,Concentrate,Evocation,Instinct,Rage,,You haven't used this ability since you last Raged.,,,,,,,,,,,area,,,"You breathe deeply and exhale powerful energy in a 30-foot cone or 60-foot line, dealing |dice=var1| 1d6 damage per level. The area and damage type match those of your dragon (see Table 3-4). If you used this ability in the last hour, the area and the damage are halved (15-foot cone or 30-foot line; |dice=var2| 1d6 damage for every 2 levels). Each creature in the area must attempt a basic Reflex save.

<strong>Black</strong>: <strong>Type</strong> Chromatic, <strong>Breath Weapon</strong> Line of acid.
<strong>Blue</strong>: <strong>Type</strong> Chromatic, <strong>Breath Weapon</strong> Line of electricity.
<strong>Green</strong>: <strong>Type</strong> Chromatic, <strong>Breath Weapon</strong> Cone of poison.
<strong>Red</strong>: <strong>Type</strong> Chromatic, <strong>Breath Weapon</strong> Cone of fire.
<strong>White</strong>: <strong>Type</strong> Chromatic, <strong>Breath Weapon</strong> Cone of cold.
<strong>Brass</strong>: <strong>Type</strong> Metallic, <strong>Breath Weapon</strong> Line of fire.
<strong>Bronze</strong>: <strong>Type</strong> Metallic, <strong>Breath Weapon</strong> Line of electricity.
<strong>Copper</strong>: <strong>Type</strong> Metallic, <strong>Breath Weapon</strong> Line of acid.
<strong>Gold</strong>: <strong>Type</strong> Metallic, <strong>Breath Weapon</strong> Cone of fire.
<strong>Silver</strong>: <strong>Type</strong> Metallic, <strong>Breath Weapon</strong> Cold of cold.",,,,,,,,,,,,6000,,Dragon's Rage Breath: Halved Damage,Dragon's Rage Breath,caster,,,,,,,,Dragon's Rage Breath Cooldown,Dragon's Rage Breath,caster,,,,,,,,,,,,,,,,,,,,6,6d6,var1,3d6,var2,7,7d6,var1,3d6,var2,8,8d6,var1,4d6,var2,9,9d6,var1,4d6,var2,10,10d6,var1,5d6,var2,11,11d6,var1,5d6,var2,12,12d6,var1,6d6,var2,13,13d6,var1,6d6,var2,14,14d6,var1,7d6,var2,15,15d6,var1,7d6,var2,16,16d6,var1,8d6,var2,17,17d6,var1,8d6,var2,18,18d6,var1,9d6,var2,19,19d6,var1,9d6,var2,20,20d6,var1,10d6,var2
Giant's Stature,1A,,Barbarian,Instinct,Polymorph,Primal,Rage,Transmutation,,You are Medium or smaller.,,,,,,,,,,,self,,,"You grow to incredible size. You become Large, increasing your reach by 5 feet and gaining the clumsy 1 condition until you stop raging. Your equipment grows with you.",,,,,,,,,,,,-1,,Giant's Stature,Giant's Stature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spirits' Interference,1A,,Barbarian,Divine,Instinct,Necromancy,Rage,,,,,,,,,,,,,,self,,,"You call forth protective spirits to ward off ranged attacks. Until your rage ends, anyone making a ranged attack against you must succeed at a DC 5 flat check or the attack misses with no effect.",,,,,,,,,,,,-1,,Spirits' Interference,Spirits' Interference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animal Rage,1A,,Barbarian,Concentrate,Instinct,Polymorph,Primal,Rage,Transmutation,,,TRUE,,,,,,,100,,self,,,"You transform into your animal. You gain the effects of the 3rd-level animal form spell except you use your own statistics, temporary Hit Points, and unarmed attacks instead of those granted by animal form. You also retain the constant abilities of your gear. If your animal is a frog, your tongue's reach increases to 15 feet. Dismissing the transformation gains the rage trait.",,,,,,,,,,Animal Instinct,,100,TRUE,Animal Rage,Animal Rage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Animal Form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renewed Vigor,1A,,Barbarian,Concentrate,Rage,,,,,,,,,,,,,,,,self,,,You pause to recover your raging vigor. You gain temporary Hit Points equal to half your level plus your Constitution modifier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Temporary HP,Math.floor(Level / 2) + Modifier('Constitution'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Share Rage,1A,,Auditory,Barbarian,Rage,Visual,,,,You haven't used this ability since you last Raged.,,,,,,,,,,,ally,TRUE,,"You stoke an ally's fury. While you are raging, one willing creature within 30 feet gains the effects of the Rage action, except it can still use concentrate actions.",,,,,,,,,,,,,,Share Rage (Originator),Share Rage,caster,,,,,,,,Share Rage,Share Rage,target,,"!Has_Feat(Creature.type, 'Contagious Rage') ? 1 : 0",,,,Share Rage Cooldown,Share Rage,caster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thrash,1A,,Barbarian,Rage,,,,,,You have a foe grabbed.,,,,,,,,,,,other,,,You thrash the grabbed foe around. It takes bludgeoning damage equal to your Strength modifier plus your weapon specialization damage plus your Rage damage. The foe must attempt a basic Fortitude save against your class DC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Come and Get Me,1A,,Barbarian,Concentrate,Rage,,,,,,,,,,,,,,,,self,,,"You open yourself to attacks so you can respond in turn. Until your rage ends, you are flat-footed, and damage rolls against you gain a +2 circumstance bonus. If a creature hits you, that creature is flat-footed to you until the end of your next turn. If you hit it before the end of your next turn, you gain temporary Hit Points equal to your Constitution modifier, or double that on a critical hit. These temporary Hit Points last until the end of your rage.",,,,,,,,,,,,-1,,Come and Get Me,Come and Get Me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Furious Sprint,2A,,Barbarian,Rage,,,,,,,,,,,,,,,,,self,,,You rush forward. Stride up to five times your Speed in a straight line. You can increase the number of actions this activity takes to 3 to Stride up to eight times your Speed in a straight line instead.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Knockback,1A,,Barbarian,Rage,,,,,,Your last action was a successful Strike.,,,,,,,,,,,other,,,"The weight of your swing drives your enemy back. You push the foe back 5 feet, with the effects of a successful Shove. You can follow the foe as normal for a successful Shove.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrifying Howl,1A,,Auditory,Barbarian,Rage,,,,,,,,,,,,,,,,area,,,"You unleash a terrifying howl. Attempt Intimidate checks to Demoralize each enemy within 30 feet. Regardless of the results of your checks, each enemy is then temporarily immune to Terrifying Howl for 1 minute.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dragon's Rage Wings,1A,,Barbarian,Instinct,Morph,Primal,Rage,Transmutation,,,,,,,,,,,,,self,,,"You sprout dragon wings from your back of the same color as your chosen dragon. While you are raging, you gain a fly Speed equal to your land Speed. If you are flying when your rage ends, you start to fall but the transformation only completes at the last moment, so you take no damage from the fall and land standing up.",,,,,,,,,,,,-1,,Dragon Rage's Wings,Dragon Rage's Wings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Furious Grab,1A,,Barbarian,Rage,,,,,,"Your last action was a successful Strike, and either you have a hand free or your Strike used a grapple weapon.",,,,,,,,,,,other,,,"You grab your foe while it's distracted by your attack. The foe you hit becomes grabbed, as if you had succeeded at an Athletics check to Grapple the foe.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Predator's Pounce,1A,,Barbarian,Flourish,Instinct,Open,Rage,,,You are unarmored or wearing light armor.,,,,,,,,,,,other,,,"You close the distance to your prey in a blur, pouncing on the creature before it can react. You Stride up to your Speed and make a Strike at the end of your movement.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spirit's Wrath,1A,,Attack,Barbarian,Concentrate,Instinct,Rage,,,,,,,,,,,,,,other,,,"You call forth an ephemeral apparition, typically the ghost of an ancestor or a nature spirit, which takes the form of a wisp. The spirit wisp makes a melee wisp rush unarmed attack against an enemy within 120 feet of you. The wisp's attack modifier is equal to your proficiency bonus for martial weapons plus your Strength modifier plus a +2 item bonus, and it applies the same circumstance and status bonuses and penalties that you have. On a hit, the wisp deals damage equal to |dice=4d8 + conmod| 4d8 plus your Constitution modifier. The damage is your choice of negative or positive damage; don't apply your Rage damage or your weapon specialization damage, but circumstance and status bonuses and penalties that would also affect the wisp's damage apply. If your wisp's Strike is a critical hit, the target becomes frightened 1. This attack uses and counts toward your multiple attack penalty as if you were the one attacking.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant's Lunge,1A,,Barbarian,Concentrate,Instint,Rage,,,,,,,,,,,,,,,self,,,"You extend your body and prepare to attack foes outside your normal reach. Until your rage ends, all your melee weapons and unarmed attacks gain reach 10. This doesn't increase the reach of any weapon or unarmed attack that already has the reach trait, but it does combine with abilities that increase your reach due to increased size, such as Giant's Stature.",,,,,,,,,,,,-1,,Giant's Lunge,Giant's Lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vengeful Strike,Reaction,,Barbarian,Rage,,,,,,You're under the effect of Come and Get Me.,A creature within your reach succeeds or critically succeeds at an attack against you.,,,,,,,,,,other,,,"When struck by an enemy, you respond in turn. Make a melee Strike against the triggering creature. This Strike doesn't count toward your multiple attack penalty, and your multiple attack penalty doesn't apply to this Strike.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dragon Transformation,1A,,Barbarian,Concentrate,Instinct,Polymorph,Primal,Rage,Transmutation,,,TRUE,,,,,,,100,,self,,,"You transform into a ferocious Large dragon, gaining the effects of 6th-level dragon form except that you use your own AC and attack modifier, you apply your extra damage from Rage, and the Breath Weapon uses your class DC at all levels. The action to Dismiss the transformation gains the rage trait.

At 18th level, you gain a +20-foot status bonus to your fly Speed, your damage bonus with dragon Strikes increases to +12, and you gain a +14 status bonus to your breath weapon damage.",,,,,,,,,,,,100,,Dragon Transformation,Dragon Transformation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Dragon Form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dragon Form Breath Weapon,2A,Roll 1d4 and choose the appropriate duration for the cooldown condition.,Arcane,Evocation,,,,,,,,,,,,,,,,,area,,,"The shape, damage, and damage type of your breath weapon depend on your specific dragon form (see below). A creature in the area attempts a basic save against your spell DC. This is a Reflex save unless stated otherwise in the special ability description for your specific dragon form. Once activated, your breath weapon can't be used again for |dice=1d4| 1d4 rounds. Your breath weapon has the trait corresponding to the type of damage it deals.

On 8th spell level, you gain a +14 status bonus to the breath weapon's damage.

<strong>Black</strong> 60-foot line, |dice=11d6 Acid| |dice=11d6 + 14 Acid|  11d6 acid.
<strong>Blue</strong> 80-foot line, |dice=6d12 Electricity| |dice=6d12 + 14 Electricity| 6d12 electricity.
<strong>Brass</strong> 60-foot line, |dice=15d4 Fire| |dice=15d4 + 14 Fire| 15d4 fire.
<strong>Bronze</strong> 80-foot line, |dice=6d12 Electricity| |dice=6d12 + 14 Electricity| 6d12 electricity.
<strong>Copper</strong> 60-foot line, |dice=10d6 Acid| |dice=10d6 + 14 Acid| 10d6 acid.
<strong>Gold</strong> 30-foot cone, |dice=10d6 Fire| |dice=10d6 + 14 Fire|  6d10 fire.
<strong>Green</strong> 30-foot cone, |dice=10d6 Poison| |dice=10d6 + 14 Poison| 10d6 poison (Fortitude save instead of Reflex).
<strong>Red</strong> 30-foot cone, |dice=10d6 Fire| |dice=10d6 + 14 Fire| 10d6 fire.
<strong>Silver</strong> 30-foot cone, |dice=8d8 Cold| |dice=8d8 + 14 Cold| 8d8 cold.
<strong>White</strong> 30-foot cone, |dice=10d6 Cold| |dice=10d6 + 14 Cold| 10d6 cold.",,,,,,,,,,,,-5,,Dragon Form Breath Weapon Cooldown,Dragon Form Breath Weapon,caster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reckless Abandon,Free,,Barbarian,Rage,,,,,,"Your turn begins, and you are at half or fewer Hit Points.",,,,,,,,,,,self,,,"Your blood boils when you take a beating, and you throw caution to the wind to finish the fight. You gain a +2 circumstance bonus to attack rolls, a -2 penalty to AC, and a -1 penalty to saves. These bonuses and penalties last until your Rage ends or until you are above half Hit Points, whichever comes first.",,,,,,,,,,,,-1,,Reckless Abandon,Reckless Abandon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perfect Clarity,Reaction,,Barbarian,Concentrate,Fortune,Rage,,,,,You fail or critically fail an attack roll or Will save.,TRUE,,,,,,,1,,self,,,"You burn out all of your rage to ensure that your attack lands and your mind remains free. Reroll the triggering attack roll or Will save with a +2 circumstance bonus, use the better result, and resolve the effect. You then immediately stop raging.",,,,,,,,,,,,1,,Perfect Clarity,Perfect Clarity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vicious Evisceration,2A,,Barbarian,Rage,,,,,,,,,,,,,,,,,other,,,"You make a vicious attack that maims your enemy. Make a melee Strike. If the Strike hits and deals damage, the target is drained 1, or drained 2 on a critical success.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annihilating Swing,2A,,Uncommon,Barbarian,,,,,,,,,,,,once per 10 minutes,1000,,,,other,,,"You have learned from the brute destructive power of xulgaths and their kind. You make a melee Strike that ignores any resistances the target has. If you target a solid unattended object or surface with your Strike, you might automatically destroy it without an attack roll. If you target any object or surface with Hardness 20 or less that isn't a magic item or the effect of a spell, you destroy it. If the target object or surface is a magic item or the effect of a spell, you attempt to counteract it using your attack bonus with the Strike for the counteract check. On a successful counteract check, you destroy the object or surface unless it has Hardness greater than 20, is an artifact, or is similarly difficult to destroy. You destroy up to a 5-foot cube of an object or surface larger than Medium.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Invulnerable Juggernaut,Reaction,Activate this activity instead of applying the damage that would reduce you to 0 Hit Points.,Uncommon,Barbarian,,,,,,,You would be reduced to 0 Hit Points.,,,,,,,,,,self,,,You end your rage to stay at 1 Hit Point. You become wounded 2 (or increase your wounded condition by 2 if you are already wounded).,,,,,,,,2,,,,,,Wounded,Invulnerable Juggernaut,,,,,,,,,,,,,,,,,,,,HP,(-(Current_HP() - 1)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quaking Stomp,1A,,Barbarian,Manipulate,Rage,,,,,,,,,,,once per 10 minutes,1000,,,,area,,,"You stomp the ground with such force that it creates a minor earthquake, with the effects of the earthquake spell.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SpellCast,8,Earthquake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Form Control,1A,,Druid,Manipulate,Metamagic,,,,,,,,,,,,,,,,self,,,"With additional care and effort, you can take on an alternate form for a longer period of time. If your next action is to cast wild shape, wild shape's spell level is 2 lower than normal (minimum 1st level), but you can remain transformed for up to 1 hour or the listed duration (whichever is longer). You can still Dismiss the form at any time, as permitted by the spell.",,,,,,,,,,,,5,,Form Control,Form Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Storm Retribution,Reaction,,Druid,,,,,,,You have at least 1 available Focus Point.,An opponent adjacent to you critically hits you with a melee weapon or melee unarmed attack.,,,,,,,,,,other,,,"You lash out, directing a burst of storming fury toward a creature that has harmed you. You cast tempest surge on the triggering opponent and push that creature, moving it 5 feet away from you if it fails its Reflex save, or 10 feet if it critically fails. This movement is forced movement.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Focus Points,-1,SpellCast,0,Tempest Surge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shroud of Flame,1A,,Aura,Evocation,Fire,Primal,,,,,,TRUE,,,,,,,,,self,,,"(Phoenix form only) You gain a 20 feet aura of fire that extends out from you. A creature that enters or ends its turn within the aura takes |dice=2d6 Fire| 2d6 fire damage (|dice=3d6 Fire| 3d6 on 9th level monstrosity form). A creature can take this damage only once per turn. You can use a single action, which has the concentrate trait, to activate or deactivate this aura.",,,,,,,,,,,,,,Shroud of Flame,Shroud of Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spine Rake,2A,,Move,,,,,,,,,,,,,,,,,,area,,,(Sea serpent form only) You extend your spines and Swim or Stride. Each creature you're adjacent to at any point during your movement takes |dice=4d8 + 10 S| 4d8+10 slashing damage (|dice=5d8 + 10 S| 5d8+10 on 9th level monstrosity form) (basic Reflex against your spell DC).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trample,3A,,,,,,,,,,,,,,,,,,,,area,,,"(Kaiju form only) You move up to double your Speed and move through the spaces of Huge or smaller creatures, trampling each creature whose space you enter. A trampled creature takes foot damage (|dice=6d6 + 10 B| 6d6+10 bludgeoning) with a basic Reflex save against your spell DC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Healing Transformation,1A,Restore 1d6 Hit Points per spell level to the target creature when you cast the polymorph spell.,Druid,Metamagic,,,,,,,,,,,,,,,,,self,,,"You can take advantage of shapechanging magic to close wounds and patch injuries. If your next action is to cast a non-cantrip polymorph spell that targets only one creature, your polymorph spell also restores |dice=1d6| 1d6 Hit Points per spell level to that creature. This is a healing effect.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
